,PARK,name,place_id,rating,user_ratings_total,num_results,address,exists on ChicagoPark District?,other notes
207,BEEHIVE,Beehive Park,ChIJp3ZUqhspDogRWMrSjo8VLnM,4.4,10.0,1.0,,,
208,PRAIRIE WOLF,Prairie Wolf Park,ChIJG8iIWiEpDogRvkHfC1IWF4Q,4.0,27.0,1.0,,,
209,JEFFERSON (NANCY),Jefferson (Thomas) Memorial Park,ChIJBfXOYRrMD4gRUA0c-rGN-0A,4.4,325.0,1.0,,,
210,THROOP (AMOS GAGER),Throop Park,ChIJ4Q2DGAAtDogRCNjXs7y8U3k,4.4,38.0,1.0,,,
211,FLYING SQUIRREL,Flying Squirrel Park,ChIJSXbc0uEoDogRoIh3_WTGC1I,4.1,28.0,1.0,,,
212,BARBERRY,Barberry Park,ChIJUZ-IemItDogRDhDmc0P_rQ0,3.0,3.0,1.0,,,
213,MAGNOLIA,Magnolia Playlot Park,ChIJL-Sk5pkyDogRevePbda7tzA,4.4,17.0,1.0,,,
214,"KING (MARTIN LUTHER, JR.)","King (Dr. Martin Luther, Jr.) Park",ChIJRU4jYs0vDogRyIAKGGL3_1E,4.4,9.0,0.0,,,
215,EDGEBROOK,Edgebrook Park,ChIJ7c2ENsHOD4gR6W1togGGbqo,4.4,68.0,1.0,,,
216,HUCKLEBERRY,Huckleberry Playground Park,ChIJNxlZDRkpDogRAStcNWIZxVo,3.6,8.0,1.0,,,
217,PENDLETON (HADIYA),Hadiya Pendelton Park,ChIJGcghVFUpDogRQH_EDVrXLFE,4.6,23.0,1.0,,,
218,BOSWELL (ARNITA YOUNG),Boswell (Arnita Young) Park,ChIJubavd-AoDogREhIy-ZvxfNo,4.1,23.0,1.0,,,
219,ASTER,Aster Playlot Park,ChIJyapf9NLTD4gRV6ZBKRZdPmU,3.4,20.0,1.0,,,
220,DOGWOOD,Dogwood Park,ChIJZQJW0mMtDogRmLUj_arLtPU,3.4,11.0,1.0,,,
221,GINKGO,Ginkgo Park,ChIJMed9Z4kyDogR27ILOQerllI,0.0,0.0,0.0,,,
222,GOOSEBERRY,Gooseberry Playlot Park,ChIJf8Gj3y3SD4gRRY-tB6qgLs0,4.6,28.0,1.0,,,
223,HONEYSUCKLE,Honeysuckle Playlot Park,ChIJ-7gKtlApDogRn4Eq_sp7-II,3.8,15.0,1.0,,,
224,REYES (GUADALUPE),Reyes (Guadalupe) Park,ChIJ37KY-vcsDogRRXUApuRdORc,4.4,52.0,1.0,,,
225,HORNBEAM,Hornbeam Park,ChIJxZxZcPQyDogRegjW3glfcdQ,0.0,0.0,0.0,,,
226,RAILROAD JUNCTION,Railroad Junction Playlot Park,ChIJ8wDFGsQoDogRBjcBsqSyM6Q,4.0,16.0,1.0,,,
227,LIN (MARGARET HIE DING),Margaret Hie Ding Lin Park,ChIJ333VTIYsDogR2-X39dBlfYs,4.7,24.0,1.0,,,
228,VIOLET,Violet Park,ChIJ-8ATEOUyDogRFTl3zoBFwpM,0.0,0.0,0.0,,,
229,BROOKS (GWENDOLYN),Gwendolyn Brooks Park,ChIJiYwxOV4pDogRPG9EwXyB0w8,4.4,65.0,0.0,,,
230,BURNSIDE (AMBROSE),Burnside (Ambrose) Park,ChIJ_YIQET0mDogRMCmkQnpNQ4w,4.3,25.0,1.0,,,
231,GILL (JOSEPH),Gill (Joseph) Park,ChIJGfGNBLfTD4gREnCE33raknE,4.4,200.0,1.0,,,
232,BAULER (MATHIAS),Bauler (Mathias) Park,ChIJuWD9kxXTD4gReAN5DAZFOSo,4.5,69.0,1.0,,,
233,DEJULIO (ANTHONY),Anthony J De Julio Park,ChIJmRgOjZbOD4gR0e8lv1ERsOE,4.6,11.0,1.0,,,
234,WHITE (EDWARD),White (Edward H.) Park,ChIJ-SbQdmYkDogRKi3AKAQRjbc,5.0,2.0,0.0,,,
235,DOUGHERTY (DANIEL),Dougherty (Daniel) Park,ChIJ2-oBIpknDogRr8R_YPHHS10,4.3,4.0,1.0,,,
236,STARS & STRIPES,Stars and Stripes Park,ChIJc9YtT9w3DogRDS966oNQHDg,4.6,31.0,2.0,,,
237,VALLEY FORGE,Valley Forge Park,ChIJ204ZzeA2DogRY3JJxTn6Q_c,4.5,123.0,1.0,,,
238,KUJAWA (CHESTER FRANK),Kujawa Park,ChIJ4-k7PYYxDogRitnoz-j1p6I,4.3,27.0,1.0,,,
239,BLACKWELDER (GERTRUDE),"Blackwelder (I.S., Gertrude) Park",ChIJGW1BjO4kDogREpkYcs8yMz4,3.9,58.0,1.0,,,
240,PRIVET,Privet Park,ChIJdTcc-iHTD4gRRy3qHpjhkWI,4.6,9.0,0.0,,,
241,PARK NO. 382,Park 382,ChIJrcgSbGYvDogRr4jAV7T_85k,0.0,0.0,0.0,,,
242,GOLDBERG (LOUIS),Louis Goldberg Playlot Park,ChIJ40y_za3RD4gRLT1neo-slU4,4.6,30.0,1.0,,,
243,BUTTERCUP,Buttercup Park,ChIJm5YSSNTTD4gRyOVIRCNLZwM,4.1,186.0,1.0,,,
244,JACKSON (MAHALIA),Jackson (Mahalia) Park,ChIJQ9ZitWAvDogR3-ruGNyx3_Q,4.2,10.0,1.0,,,
245,HOARD (EDISON),Hoard Playground Park,ChIJpUAZg8IoDogRqtBvhFg3pL4,3.8,4.0,1.0,,,
246,WASHINGTON (DINAH),Dinah Washington Park,ChIJe8_cOvcpDogR_uqelHgR6qw,0.0,0.0,1.0,,,
247,SNOWBERRY,Snowberry Playground Park,ChIJ27jB9DQtDogRn145ddw_gGo,4.5,41.0,1.0,,,
248,D'ELIA (AILEEN),D'Elia Playground Park,ChIJ56SrLKLRD4gR20NO4SZwr3c,4.4,8.0,1.0,,,
249,EDMONDS (MOLLY),Edmonds (Molly) Park,ChIJI1E8f-YuDogRx2sVhHSW5_I,4.0,6.0,1.0,,,
250,JUNIPER,Juniper Playlot Park,ChIJvXGxck_SD4gRdXHLy5Kjw4w,4.6,104.0,1.0,,,
251,WALSH (JOHN),Walsh (John) Park,ChIJgSrQ1sLSD4gRxYFTizU2OOw,4.6,629.0,1.0,,,
252,MALUS,Malus Park,ChIJXxziosAuDogRsis0lDg70us,0.0,0.0,0.0,,,
253,LELAND GIANTS,Leland Giants Park,ChIJN3b-2RQvDogRlanV44tFC54,3.9,26.0,1.0,,,
254,SNAPPING TURTLE,Snapping Turtle Park,ChIJnzBbm64yDogRDO4UpBe9RdY,4.0,14.0,1.0,,,
255,THE GROVE,Grove Park,ChIJdYGhtHwvDogRIj7CbSPtTHE,0.0,0.0,0.0,,,
256,SHEIL (BERNARD) COMM. CTR.,Sheil (Bernard) Park,ChIJhUEtHU7SD4gRzvu034dFl_8,4.5,85.0,1.0,,,
257,PARK NO. 399,Park No. 399,ChIJ18XkQ6XSD4gR3qT_6kNdXgo,4.0,27.0,1.0,,,
258,CLAREMONT,Claremont Park,ChIJG1MsHGktDogRJmVBL2BUlPc,4.7,70.0,1.0,,,
259,VOGLE (HENRY JR.),Vogle (Henry Jr.) Park,ChIJ1WLabRnSD4gRUOoWYAEN0rE,4.6,41.0,1.0,,,
260,PACKINGTOWN,Packingtown Playground Park,ChIJhToFYWMuDogRQjcxDz-ScQY,4.0,11.0,1.0,,,
261,DEBOW (RUSSELL),DeBow Playlot Park,ChIJg0f_YpYoDogR61LNnRfY7fE,4.5,4.0,1.0,,,
262,ORR (REZIN),Orr Park,ChIJ4-A5btIyDogRNbCOvq42I_s,4.4,26.0,1.0,,,
263,CURIE (MARIE),Curie (Marie) Park,ChIJw-8igpMxDogRCRUg_HTnGxY,4.0,71.0,1.0,,,
264,CHURCHILL FIELD,Churchill Field Playlot Park,ChIJXzlNacDSD4gRHdVs1f4vlSA,4.6,147.0,1.0,,,
265,PARK NO. 414,Park 414,ChIJJyumGonND4gRcJ7ifJ602Nw,1.0,1.0,1.0,,,
266,JUNCTION GROVE,Junction Grove Playlot Park,ChIJpZbuO98uDogRXgRZLc67KTk,3.8,4.0,1.0,,,
267,COTTONWOOD,Cottonwood Playground Park,ChIJmeFhTzkzDogR-uiaZgnrzdc,4.1,19.0,0.0,,,
268,HAZELNUT,Hazelnut Park,ChIJL7IDsL8zDogRs6Hyal3MiVA,3.0,2.0,1.0,,,
269,PARK NO. 419,Park No. 419,ChIJwRW4VwsvDogRv0JWnuNOerA,0.0,0.0,1.0,,,
270,COCHRAN (JOHN),Cochran Park,ChIJYX1NEoPRD4gR4IONC-5uHKA,0.0,0.0,0.0,,,
271,PARK NO. 421,Park No. 421,ChIJD8_cLTAvDogRVEBn0aGHew0,0.0,0.0,1.0,,,
272,PARK NO. 422,Park #422,ChIJdd0QKZgyDogRk5G7TiJ8uvM,5.0,1.0,1.0,,,
273,OZ,Oz Park,ChIJeVRGKhHTD4gRGeM4BihP5tw,4.7,1751.0,1.0,,,
274,SPIKINGS FARM,Spikings Farm Park,ChIJLdibH9DND4gRUae3Nsb2T4w,0.0,0.0,1.0,,,
275,NOETHLING (GRACE),Wiggly Field Dog Park,ChIJqxQT8APTD4gRiQUF43VJX3A,4.5,387.0,0.0,,,
276,BRIGHTON,Brighton Park,ChIJURZ5LQgyDogR6iAJ9AUfjgY,4.1,24.0,1.0,,,
277,ASHMORE,Ashmore Park,ChIJC6oPEyXMD4gRiasUsGTLke0,4.1,29.0,1.0,,,
278,WARREN (LAURENCE),Warren (Laurence) Park,ChIJzcBpQhrRD4gRBtNr3EbWiaE,4.7,491.0,1.0,,,
279,SOUTH SHORE CULTL. CTR.,South Shore Cultural Center,ChIJJU3B3UsoDogRfuJA0UmE15A,4.6,1739.0,0.0,,,
280,SWEET CLOVER,Sweet Clover Playlot Park,ChIJaYJG1jUzDogRtxrX1tSyDFI,3.4,23.0,1.0,,,
281,FLOWER (LUCY),Flower (Lucy) Park,ChIJ7bE_PaLSD4gR0fLCu_mVgD4,4.5,134.0,1.0,,,
282,PARK NO. 432,Park No. 432,ChIJbZklOrMyDogRy1Zul8jqe4w,2.0,4.0,1.0,,,
283,NEIGHBORS' GARDEN,Neighbors Garden Playlot Park,ChIJzd0_onzND4gRhVgwdcP9VxY,4.6,24.0,1.0,,,
284,ESSEX,Essex Playlot Park,ChIJ89SntpIoDogRoWEQ6h9eztM,3.6,19.0,0.0,,,
285,BROMANN (CHARLES),Bromann (Charles) Park,ChIJI02QgIHRD4gRvFll1mi9u3M,4.7,21.0,1.0,,,
286,PERIWINKLE,Periwinkle Playlot Park,ChIJHZdLDSgvDogRgcya0oMECPQ,0.0,0.0,0.0,,,
287,PARK NO. 437,Park No. 437,ChIJWz1Zv1guDogR96WL7ZgxTB0,4.0,30.0,1.0,,,
288,LUNA,Luna Park,ChIJCzSfuO0uDogR0pZlRJO5hEQ,4.0,18.0,1.0,,,
289,DREXEL (FRANCIS),Drexel (Francis) Park,ChIJQb8_UbcvDogRcLdnlueZZbA,3.9,17.0,1.0,,,
290,ASHE (ARTHUR) BEACH,Arthur Ashe Beach Park,ChIJtVOtUTgoDogRVK9ZSfHtuRk,4.3,150.0,1.0,,,
291,MCINERNEY (THOMAS),McInerney (Thomas) Park,ChIJxa-QRZwuDogRNky6-5BEHfs,4.4,24.0,1.0,,,
292,LAMB (HAROLD),Lamb (Harold) Park,ChIJ9dlDhfwlDogREmt1G3C3ywU,4.8,5.0,1.0,,,
293,MARTIN (JOHNNY),Martin (Johnny) Park,ChIJIyRwXanTD4gRv4YpaTwaVyE,4.6,9.0,1.0,,,
294,METCALFE (RALPH),Metcalfe (Ralph) Park,ChIJXX2-HM8tDogRz1z0hn3KXcU,4.6,15.0,1.0,,,
295,WIEBOLDT (WILLIAM),Wieboldt (William) Park,ChIJy3rKTF_SD4gRfsPY097boJA,4.6,39.0,1.0,,,
296,LAZARUS (EMMA),Lazarus (Emma) Park,ChIJsfVS4qXRD4gRsuhm96P4SP8,4.8,21.0,1.0,,,
297,SUN YAT-SEN,Sun Yat-Sen Playground Park,ChIJGV0aY2YsDogR1FmAUfPYmRM,4.3,58.0,1.0,,,
298,PETERSON (PEHR SAMUEL),Peterson (Pehr Samuel) Park,ChIJjVvssW3OD4gRJPtsiYeK094,4.7,277.0,1.0,,,
299,MIAMI,Miami Park,ChIJvYeja2wyDogRNMvPfsmOxV4,4.1,53.0,1.0,,,
300,SENIOR CITIZENS MEML.,Senior Citizens Memorial Playlot Park,ChIJvapZ45DSD4gR8gSKxfuG_yc,4.4,83.0,0.0,,,
301,CLARK (RICHARD),Clark (Richard) Park,ChIJx-CqsXnSD4gRyc4qkNb7-Q0,4.6,352.0,1.0,,,
302,RIDGE PARK WETLANDS,Ridge Natural Area,ChIJbe2xCSwlDogR8BS4lTzIvH8,5.0,1.0,1.0,,,
303,BROADWAY ARMORY,Broadway Armory Park,ChIJo3iH2p3RD4gRSpyQL34JWz0,4.4,247.0,1.0,,,
304,QUINN (MARY),Quinn Park,ChIJqfVJb7bOD4gRWldQORK_E90,0.0,0.0,0.0,,,
305,DEARBORN (HENRY),Dearborn Park,ChIJYZomyWAtDogRmDlR3T_5bKc,4.3,12.0,1.0,,,
306,ROOSEVELT (THEODORE),Roosevelt (Theodore) Park,ChIJU1p89ZAsDogRYRuA-67Ihqo,4.6,58.0,1.0,,,
307,PARK NO. 468,Park 468,ChIJaxzu5wkxDogRrHXV8SHj0_U,4.1,21.0,1.0,,,
308,GRANDPARENTS',Grandparents Park,ChIJ-Ta5ifXJD4gRWAVWAa4Q6nA,4.0,133.0,1.0,,,
309,PARK NO. 474,Park No. 474,ChIJCQqfSw0sDogRBxyHq_03X2A,4.7,6.0,1.0,,,
310,RIVER ESPLANADE,River Esplanade Park,ChIJH49PaFYrDogRIpBGhASbboI,4.8,68.0,1.0,,,
311,OGDEN (WILLIAM) PLAZA,Ogden Plaza,ChIJkf7f2AstDogRO45WjHNCMYw,5.0,2.0,1.0,,,
312,DUSABLE (JEAN BAPTISTE POINTE),DuSable Park,ChIJo8ThkS0rDogRy1tQ5oSZnN0,3.8,13.0,1.0,,,
313,JONES (MARY RICHARDSON),Jones (Mary Richardson) Park,ChIJD-mGBZAsDogRH73BP1knjEQ,4.5,47.0,1.0,,,
314,COTTON TAIL,Cotton Tail Park,ChIJSX1Ce48sDogRb21rLdYQpHc,4.5,138.0,1.0,,,
315,TOM (PING) MEML.,Ping Tom Memorial Park,ChIJUxsbeoosDogRJyf7X2O4tOU,4.6,3098.0,1.0,,,
316,NASH (DON) COMM. CTR.,Don Nash Community Center,ChIJW2acEPgoDogRsRxraJLl21g,4.2,104.0,1.0,,,
317,"MADIGAN (MICHAEL J., SR.)",Michael J. Madigan Sr. Park,ChIJC-86T_gwDogR6NL6OhZumvs,4.3,220.0,1.0,,,
318,PARSONS (LUCY),Lucy Ella Gonzales Parsons Park,ChIJ_WlaslfMD4gRQ3yDXui9wFo,4.0,30.0,1.0,,,
319,KENNICOTT (JONATHAN),Kennicott (Jonathan) Park,ChIJw98qQmApDogRCO_xlbNyzCE,4.3,153.0,1.0,,,
320,WINNEMAC,Winnemac Park,ChIJBXLrax7SD4gRTR19bVCbP-8,4.7,1267.0,1.0,,,
321,BRONCHO BILLY,Broncho Billy Playlot Park (12 & Under),ChIJY7i7qjPSD4gR306_9NwzWIo,4.2,21.0,1.0,,,
322,CHALLENGER,Challenger Park,ChIJj9ljIcvTD4gRo1gg3G_fGE4,4.3,77.0,1.0,,,
323,ARMSTRONG (LILLIAN HARDIN),Armstrong (Lillian Hardin) Park,ChIJPWUpuVcpDogRVmuSIBw_2Bo,4.4,92.0,1.0,,,
324,KELLY (JOHN),Kelly Park Playlot,ChIJ_cm_37TTD4gR52vxFTOatkI,4.3,34.0,0.0,,,
325,WASHINGTON (HAROLD),Washington (George) Park,ChIJ60MasjUpDogRTog3uQ48ISc,4.4,3240.0,1.0,,,
326,"BOLER (LEO ROSCOE, SR.)","Boler (Leo Roscoe, Sr.) Park",ChIJyevf1OwyDogRvNaEdo5hAcM,3.8,36.0,1.0,,,
327,STARR (ELLEN GATES),Starr (Ellen Gates) Park,ChIJ7zM1UEQtDogRoKB2j-ISk_s,4.2,31.0,1.0,,,
328,WILSON (JOHN) COMM. CTR.,Wilson Community Center,ChIJH0bunTUsDogRY079ic-AQU0,4.1,16.0,0.0,,,
329,"BENIAC (JOHN ""BEANS"") GREENWAY",Beniac Greenway Park,ChIJ7ZhbuyPZEYgRhKiy2LgQVSA,5.0,5.0,1.0,,,
330,CANAL ORIGINS,Canal Origins Park,ChIJWxrcwhotDogR2-2PsxXWZsE,4.6,14.0,1.0,,,
331,WEBSTER (DANIEL),Webster (Daniel) Park,ChIJxaJeO4MsDogRgmkrXuLJD7Q,4.6,91.0,1.0,,,
332,PARK NO. 514,Park No. 514,ChIJgZMxGTjND4gR7vZZxLPK2ZE,3.9,23.0,1.0,,,
333,ALGONQUIN,Algonquin Park,ChIJ4-xNioDSD4gRQamX8XSzSsM,4.7,33.0,1.0,,,
334,PARK NO. 500,Park No. 500,ChIJp_qove4yDogRF7TXSSp8JaY,3.4,25.0,1.0,,,
335,SCHAFER (CLARA D.),Schafer (Clara D.) Park,ChIJ339wp_8nDogR9iWWkeVwYaQ,4.3,102.0,1.0,,,
336,COLISEUM,Coliseum Park,ChIJY9bZsoUsDogRsqJRLbjN_GI,4.4,131.0,1.0,,,
337,RENAISSANCE,Renaissance Park,ChIJMZ75ZnYvDogRPKa40DcMv9A,4.2,43.0,1.0,,,
338,LIVINGSTON FIELD,Livingston Field Park,ChIJAw8vj2stDogRtAzVsJQIVMw,4.7,171.0,1.0,,,
339,WARD (A. MONTGOMERY),Ward (A. Montgomery) Park,ChIJO75BbsssDogRx-pAK1rIkHw,4.6,522.0,1.0,,,
340,PARK NO. 512,Park No. 512,ChIJ67gmDNvTD4gRVp4bGzJkbRA,0.0,0.0,1.0,,,
341,MANDRAKE (HENRY BROWN),Mandrake Park,ChIJtT2nJeUrDogRe__bpAKDLLo,4.4,426.0,1.0,,,
342,NOTTINGHAM,Nottingham Park,ChIJi-Z3Vx43DogR9Qi8q-Vh6co,4.0,78.0,1.0,,,
343,WASHINGTON (HAROLD) MEM.,Washington (Harold) Memorial Park,ChIJC7_mNknQD4gRxDbqQJYHfkE,4.6,5.0,1.0,,,
344,HOMAN SQUARE COMMUNITY CENTER,Homan Square Community Center,ChIJybF6NpIyDogR_wxYZMPFvSA,4.6,74.0,0.0,,,
345,CANALPORT RIVERWALK,Canalport Riverwalk Park,ChIJI_O9ErotDogRT_BmQYTi3jU,4.5,61.0,1.0,,,
346,PARK NO. 517,Park 517,ChIJOR0FHr_RD4gRn7U4XPW8zEg,4.3,4.0,2.0,,,
347,TRIANGLE,Triangle Park,ChIJ8zuBAUnQD4gR8YOuUPKD-mU,3.9,60.0,1.0,,,
348,PARK NO. 519,Park No. 519,ChIJX71kZGEyDogRHn0emYR8SGg,3.3,8.0,1.0,,,
349,PALMER (BERTHA HONOR?),Honore Palmer (Bertha) Park,ChIJWxXHdsvSD4gRG8UkLrIvYcg,4.3,41.0,1.0,,,
350,WARNER GARDEN,Warner Garden Park,ChIJnTCjujfSD4gR4pH9OK4BjxA,4.7,41.0,1.0,,,
351,WANG (CHI CHE),Wang (Chi Che) Park,ChIJQ6aqKvTSD4gReLlzIiS4aKk,4.4,91.0,1.0,,,
352,STEELWORKERS,Steelworkers Park,ChIJkyND1PnXEYgRa05Kff1V01g,4.6,416.0,1.0,,,
353,HARRIS (HARRIET),Harris (Harriet) Park,ChIJ3_dEaSQpDogRgwZ1soj8F64,4.2,66.0,0.0,,,
354,STONE (BERNARD L.),Bernard Stone Park,ChIJEx6_7j3OD4gRND9I1h4SWcY,4.4,7.0,0.0,,,
355,PARK NO. 527,Park No. 527,ChIJIx0iBdouDogR1VRESaPCzD0,0.0,0.0,0.0,,,
356,PARK NO. 528,Park No. 528,ChIJzwlBRFUwDogRmG4VhGUNdQU,3.9,36.0,1.0,,,
357,PARK NO. 529,Park No. 529,ChIJRdeBl77SD4gRd77ApKnTzkI,4.5,30.0,1.0,,,
358,DALEY (RICHARD J.),Richard J. Daley Park,ChIJY7iONO0tDogRG-fWQ56jDLE,4.1,56.0,1.0,,,"Also a boat launch at this location, left that out "
359,PALMISANO (HENRY),Henry C. Palmisano Nature Park,ChIJ59crbk8sDogRWuHEWkIGRpk,4.7,1110.0,1.0,,,
360,PRINTERS ROW,Printers Row Park,ChIJIVzEm5csDogRZYFB_ZmSNJY,4.5,130.0,1.0,,,
361,"WILLIAMS-DAVIS (HATTIE KAY,IZORA)","Williams-Davis (Hattie Kay, Izora) Park",ChIJfdrkTecrDogR5eM67J1iKgU,4.5,154.0,1.0,,,
362,NORTH PARK NATURE CENTER,North Park Village Nature Center,ChIJbdzp8XHOD4gR8bihpV9b1lA,4.8,722.0,1.0,,,
363,PARK NO. 534,Park No. 534,ChIJtbNbO4wyDogRDf5yTPlRcZc,4.1,30.0,1.0,,,
364,PARK NO. 535,Park No. 535,ChIJo5UWBRjTD4gRMrr-Bsg_sjA,4.8,12.0,1.0,,,
365,PARK NO. 536,Park No. 536,ChIJa-SCkdnSD4gRGvb-kTvtDOk,4.5,45.0,1.0,,,
366,HERITAGE GREEN,Heritage Green Park,ChIJaYEn4cMsDogRhYYu8UVDr0M,4.3,60.0,1.0,,,
367,PARK NO. 538,Park No. 538,ChIJl430XzrOD4gRjVV6x5jLYW4,4.7,32.0,1.0,,,
368,PALMER SQUARE,Palmer Square Park,ChIJn5fXhWbND4gRqWBoRO6T-Qk,4.6,797.0,1.0,,,
369,PARK NO. 540,Park No. 540,ChIJR5kd12QsDogR0tb87c7mFcs,0.0,0.0,1.0,,,
370,PRITZKER,Pritzker Park,ChIJla9T1qIsDogRaA2lhTl_o9M,3.7,41.0,1.0,,,
371,BARTELME (MARY),Bartelme (Mary) Park,ChIJkeTIjdwsDogR7ltfbuZpU-M,4.7,990.0,1.0,,,
372,KLEIN (LOIS),Lois Klein Park,ChIJXVKiWkPSD4gR7g15rQKTvcM,4.5,37.0,1.0,,,
373,PARK NO. 546,Elizabeth Benton Playground,,4.8,16.0,3.0,450 E. Benton Place,https://www.chicagoparkdistrict.com/parks-facilities/park-no-546,
374,BATTLE OF FORT DEARBORN,The Battle of Fort Dearborn Park,ChIJeWbWMoAsDogRant33YYq3DI,4.5,99.0,1.0,,,
375,MAJOR TAYLOR BIKE TRAIL,Major Taylor Trail - Red Paved Trail,EjRNYWpvciBUYXlsb3IgVHJhaWwgLSBSZWQgUGF2ZWQgVHJsLCBDaGljYWdvLCBJTCwgVVNBIi4qLAoUChIJcwTfvUEkDogRuxNpS073v2ASFAoSCe3L9NA8LA6IEQDAwAmtpuCv,0.0,0.0,0.0,,https://www.chicagoparkdistrict.com/parks-facilities/park-no-548-major-taylor-bike-trail,"This is a bike trail, not sure it should count as a park"
376,LOGAN SQUARE SKATE PARK,Logan Blvd. Skate Park,ChIJDdRdqIXSD4gREog1lrW-Ujs,4.2,177.0,1.0,,,
377,CHICAGO WOMEN'S PARK AND GARDENS,Chicago Women's Park & Garden,ChIJ99fB8IAsDogRqQ63btveBF4,4.7,157.0,1.0,,,
378,PARK NO. 551,Fulton River Park,ChIJDynkzc4sDogR0WxHWmO9ivY,4.4,107.0,1.0,,,
379,PARK NO. 552,Park No. 559,ChIJy8PCwnTRD4gRrfAJJXaNGmQ,4.5,22.0,1.0,,,
380,LA VILLITA,La Villita Park,ChIJi3MHZHQyDogRphW0ePrUpyw,4.4,931.0,1.0,,,
381,ADAMS (GEORGE & ADELE),Adams (George & Adele) Park,ChIJb2Z0dB_TD4gRIOp_StKNk80,4.6,152.0,1.0,,,
382,DE BURGOS (JULIA),de Burgos (Julia) Park,ChIJ84qBVFzND4gRhvjzPzACqOc,4.5,139.0,1.0,,,
383,SAUGANASH TRAIL,Valley Line Trail (Skokie Line Trail),,5.0,4.0,0.0,4400 W. Devon Ave.,https://www.chicagoparkdistrict.com/parks-facilities/sauganash-trail-park,
384,PARK NO. 556,Park No. 556,ChIJPSw-bIXSD4gRHYV9PXxOG9U,4.6,42.0,1.0,,,
385,NORTH BOUNDARY,North Boundary Park,ChIJi4_A8jLOD4gRWu9-UPBMaNA,3.8,16.0,1.0,,,
386,KING (PATRICK)-LOCKHART (ANTHONY),"King-Lockhart (Patrick, Anthony) Park",ChIJtTGJHCElDogRz5Eb6IWU0QI,4.3,18.0,1.0,,,
387,PARK NO. 559,Park No. 559,ChIJy8PCwnTRD4gRrfAJJXaNGmQ,4.5,22.0,1.0,,,
388,WHITE (JESSE),,,4.6,138.0,0.0,,,
389,ANDERSON (FRED),Anderson (Louis) Park,ChIJr31VeQgsDogRwCC8NoRBFUI,4.3,46.0,1.0,,,
390,BYRNES (MARIAN),Marian R. Byrnes Natural Area,ChIJ0b1Pn7UnDogRf4_qV03Pt2c,3.9,58.0,1.0,,,
391,HEGEWISCH MARSH,Hegewisch Marsh Park,ChIJYxsDFZMhDogRRknr3YADABo,4.8,6.0,1.0,,,
392,BIG MARSH,Big Marsh Park,ChIJy3lk4AUnDogRKZ2ZrvpCy0I,4.6,355.0,1.0,,,
393,PARK NO. 566,Park No. 566,ChIJNbnPFx4oDogRva91t6rL0lI,0.0,0.0,1.0,,,
394,PARK NO. 567,Park No. 567,ChIJ26RP173SD4gRed-7R4XIjoc,4.6,116.0,1.0,,,
395,WEST RIDGE NATURE PARK,West Ridge Nature Park,ChIJl1jEZ-XRD4gRPAvL4GmOR4k,4.7,632.0,1.0,,,
396,PARK NO. 569,The West Loop 569 Bark Park - The West Loop 569 - The 569 Bark Park - Skinner Bark Park,,4.8,153.0,0.0,1358 W. Monroe St.,https://www.chicagoparkdistrict.com/parks-facilities/park-no-569,
397,DONAHUE (MARGARET),Margaret Donahue Park,ChIJQRNuc1PSD4gRLBPjsPaalSQ,4.8,221.0,1.0,,,
398,PARK NO. 571,Park No. 571,ChIJw8EP1bMtDogRreZdRliFCQ4,4.5,249.0,1.0,,,
399,PARK NO. 573,,,0.0,0.0,0.0,1919 W. Maypole Ave.,https://www.chicagoparkdistrict.com/parks-facilities/park-no-578,This is the same as Park #578 (same address)
400,PARK NO. 574,Park 574,ChIJBxC9IiMtDogRXIqdOdLeMks,4.0,39.0,1.0,,,
401,PARK NO. 576,Park No. 576,ChIJQTqU1M8gDogR0S1dDsD7WUU,3.9,8.0,1.0,,,
402,TREBES,Trebes Park,ChIJOXBijB3TD4gR7t7-hboxAfQ,4.4,58.0,1.0,,,
403,MORGAN PARK SPORTS CENTER,Morgan Park Sports Center,ChIJmdykysMkDogR_3xXLL2u1MI,4.3,373.0,1.0,,,
404,PARK NO. 578,Park #578,,4.7,19.0,4.0,1919 W. Maypole Ave.,https://www.chicagoparkdistrict.com/parks-facilities/park-no-578,
405,PARK NO. 580,Park No. 580,ChIJPaanFMbLD4gR1n55D3bMlI4,4.0,1.0,1.0,,,
406,PARK NO. 581,Park No. 581,ChIJ-c1-ReMlDogRsdTGLkmXETg,4.8,4.0,1.0,,,
407,RAINBOW BEACH,Rainbow Beach Park,ChIJ04tPhR4wDogRRWMqZ6Z0_Vc,4.3,1882.0,1.0,,,
408,CLARENDON COMM. CTR.,Clarendon Community Center - Lincoln Park,,4.3,381.0,0.0,,,
409,BEILFUSS (ALBERT W.),Beilfuss (Albert W.) Park,ChIJpZ_qDDzND4gReTNdY7Ib3KY,4.4,43.0,1.0,,,
410,SHERWOOD (JESSE),Sherwood (Jesse) Park,ChIJi3z27cMuDogR8KfAmQvY0z4,4.0,122.0,1.0,,,
411,BRADLEY (JOSEPHINE),Bradley (Josephine) Park,ChIJHa9FMMEnDogRh9FbWjsrhXc,3.7,48.0,1.0,,,
412,BLOCK (EUGENE H.),Block Park,ChIJ4U8cXM8lDogRXq6l1fkqH34,3.9,14.0,1.0,,,
