,name,place_id,rating,user_ratings_total,lat_g,lng_g
130,Small World Bar and Grill,ChIJRaAVWoYnDogROstMQqltsVw,4.5,378,41.7026368,-87.54270450000001
289,The Green Room Tap,ChIJIYM32f8sDogRgTOymzyrV6o,4.5,206,41.85774139999999,-87.65779580000002
19,Mac's Wood Grilled,ChIJKYbB0c7SD4gR7HHZiiolQsw,4.5,354,41.9031233,-87.6725111
127,Liberty Lounge,ChIJYao2NHvSD4gROWE7QBVSIaI,4.5,126,41.942496,-87.687843
200,Newark Nook,ChIJ3wsx0hTJD4gRG2QaO5durJg,4.5,83,41.9980321,-87.7989087
609,Lo Rez Brewing and Taproom,ChIJXRqXiFYsDogRT_vZd5J7kuw,4.5,241,41.8537611,-87.6527897
384,Reggies Chicago,ChIJVUmkEX0sDogRzm1DQOACx-g,4.5,3846,41.853918,-87.6268523
535,Big Hill,ChIJu2jEX-PPD4gRmpaGEvl3gDM,4.6,179,41.9829406,-87.7116739
584,Lagunitas Brewing Company Chicago,ChIJ2zwRJHktDogRqklMbd19NaY,4.6,1161,41.8578818,-87.69211469999999
45,Websters Wine Bar Chicago,ChIJTa5exeXSD4gR3E0CMxIOz2U,4.6,323,41.9289723,-87.7069424
608,Revolution Brewing - Brewery & Taproom,ChIJfdLUU5vND4gRCwLzlxJQN00,4.6,573,41.9421459,-87.7078993
47,Sky Ride Tap,ChIJc_cMoL0sDogRRYFpXuZTqW4,4.6,150,41.8767764,-87.63105759999999
55,Fat Cat,ChIJKSm9gyzSD4gRGyxvvyp9Rso,4.6,2277,41.970098,-87.6599373
594,R Public House,ChIJe53KQk3QD4gRJLZOGDPd0ck,4.6,918,42.01615169999999,-87.6685854
170,Clover Sports and Leisure,ChIJmx-c6M0sDogRyMg6rzbB9cA,4.6,215,41.8913213,-87.6468015
163,Big Chicks,ChIJ13VBl9XTD4gRHuT8GYhnQhk,4.6,642,41.974027,-87.65511169999999
151,Wild Blossom Meadery and Winery,ChIJSUWeJ3slDogRRKv2J1FusXY,4.6,535,41.7296638,-87.6672458
206,Sovereign Liquors,ChIJ2Qxpf5_RD4gRFFwD0uhS2Ys,4.6,131,41.9947616,-87.6606015
137,The Whistler,ChIJbdGdPmPND4gRFCl6afkm-zI,4.6,697,41.925318,-87.7010689
210,The Violet Hour,ChIJazuRe8fSD4gRJeLBiMM_Izg,4.6,1811,41.9090947,-87.6775758
806,Cobblestone,ChIJ5bKeCq3TD4gRo5fGedZ9T70,4.6,162,41.9605818,-87.68310199999999
48,Podlasie Club,ChIJg5xW1ArND4gR1bkkFoiMR4s,4.6,91,41.9343552,-87.7173972
542,The Hideout,ChIJibbqZN7SD4gRcL9eytUwVzM,4.6,932,41.9137802,-87.6624977
566,Schubas Tavern,ChIJN6FVo1bSD4gRSQOR_0qo3hM,4.6,1124,41.9396875,-87.6636293
204,Ricochet's,ChIJFTtaqBrSD4gR3tN2pC65Jc8,4.6,219,41.9660406,-87.6870095
565,The Walk In,ChIJebB2J3HND4gRP-OL9m_Wq_s,4.6,421,41.9307868,-87.70999719999999
562,The Other Side Bar,ChIJfWhzpA3TD4gRI_lh7qWgXuM,4.6,195,41.9264811,-87.6411974
196,Lizard's Liquid Lounge,ChIJT9lNBI3ND4gR8R4PI-5oR2o,4.6,240,41.9541591,-87.7054533
852,Sparrow,ChIJwUe92k_TD4gRNJ33OJuJQ-M,4.6,561,41.903301,-87.6290556
60,Holloways Bar,ChIJWW6djbEsDogRbPvGtgd84Eg,4.6,26,41.8896475,-87.6298595
606,Great Central Brewing Company,ChIJCfNEDDotDogRuLSUh60LGoE,4.6,202,41.8859077,-87.6716386
61,Lemmings On Damen,ChIJN80x9r_SD4gRAX_m6qGtFoc,4.6,184,41.9152755,-87.6777318
202,Gannon's Pub,ChIJC-x5dRTSD4gRMTEm4TZOwQQ,4.6,210,41.9594947,-87.6826903
223,United Polaris Lounge,ChIJKSwKH_y1D4gRacr8usAx2EI,4.6,155,41.9788723,-87.9105173
834,Black Sheep,ChIJiZvUncIJXUARmHIbFK3JsR0,4.6,311,41.9903116,-87.6935671
752,Skylark,ChIJuywNsFksDogRfajNADmCRIA,4.6,650,41.8527778,-87.64638889999999
835,The Lobby,ChIJY73MNVPTD4gRkeoaRRQ1nng,4.6,288,41.8959951,-87.6251197
229,Kuma's Corner,ChIJL-UoG4HND4gRceAwWwZsgso,4.6,3820,41.93956439999999,-87.70044209999999
578,Galway Bay,ChIJs4t8UgrTD4gRI8u1YVCQXGg,4.6,499,41.9329614,-87.6416023
191,Gallery Cabaret,ChIJ56maU5bSD4gRPmdOtIU30pQ,4.6,332,41.9182697,-87.68512439999999
40,Taylor Street Tap,ChIJqYqg2RctDogRKDb2JZd2A8s,4.6,122,41.8694667,-87.6614934
761,Revolution Brewing - Brewpub,ChIJsxosZWLND4gRH7vbeVKbuLg,4.6,3842,41.9236634,-87.6980619
203,The Inner Town Pub,ChIJg2j7isnSD4gRuOcpVqAF89Y,4.6,244,41.9013025,-87.6761655
581,Bernice's Tavern,ChIJG012bzgsDogRf--lp9gDsIM,4.6,232,41.8352815,-87.6463362
545,Lighthouse Tavern,ChIJByyauqzRD4gRLvYlhRm-l8w,4.6,120,42.0141147,-87.6635742
165,Logan 11 Bar & Kitchen,ChIJXUgV9Z3SD4gRLVz3vbRvRMI,4.6,1493,41.9226072,-87.6975037
199,Bob Inn,ChIJs3cJnJzSD4gR84AERJoAu-c,4.6,168,41.9247034,-87.69298839999999
543,Uncle Bobby's,ChIJD-kqXlTfEYgRJFSaqjr4sAE,4.6,42,41.6519837,-87.53713839999999
187,Frank and Mary's Tavern,ChIJZx6UBYfSD4gRt2fD9GMnyfI,4.6,226,41.9342413,-87.69060859999999
619,Winter's Jazz Club,ChIJc08qw1UrDogRVCCFCLQ-9yE,4.6,599,41.89080269999999,-87.6172033
250,Chief O'Neill's Pub Restaurant Beer Garden,ChIJdfNpBYXND4gRKukIKqAEa5s,4.6,1449,41.9445802,-87.70553749999999
6,The California Clipper,ChIJdTU0e6rSD4gRaZocBXY-87M,4.6,615,41.8994795,-87.69696119999999
106,Max and Issy's Pizzeria,ChIJ2xZNAwHTD4gRWSPNSSFNNMo,4.6,571,41.9327083,-87.65506669999999
94,Map Room,ChIJk6WVC5XSD4gRxhZ8j-A-loE,4.6,871,41.9176173,-87.67980589999999
108,O'Shaughnessy's Public House,ChIJO10QtzzSD4gRvAgPUMISfhI,4.6,847,41.9650582,-87.67388679999999
935,City Hyde Park Apartments,ChIJQ98uKm4pDogRwRflY_QPSX8,4.6,35,41.80209929999999,-87.5884355
393,aliveOne,ChIJjxwmGAbTD4gR0AD4slTcXCg,4.6,390,41.9314445,-87.6486857
416,Surge Coffee Bar & Billiards,ChIJL13bLOzND4gR9nHtZCUGoUE,4.6,614,41.9610518,-87.7099111
446,The Nest Bar & Eatery,ChIJi_UVLbzLD4gR7z8clyYNEAc,4.6,422,41.9526444,-87.7985587
156,Carol's Pub,ChIJLwPlvy_SD4gRqEJ181lAUhQ,4.6,569,41.966917,-87.66692169999999
353,Cork Lounge,ChIJ8XR6GEPSD4gRP_g4rsUHoOM,4.6,242,41.9470818,-87.6748868
110,Prost!,ChIJY46JeATTD4gRKEvNOVNz5WM,4.6,1102,41.9284563,-87.6531625
460,Kasey's Tavern,ChIJfdapg5csDogRO3rgghQhUaY,4.6,800,41.8733028,-87.62899089999999
462,The Pub,ChIJHR4-4hYpDogRdvndpJksKfM,4.6,164,41.7879827,-87.5954402
463,Simon's Tavern,ChIJs5ooE4jRD4gRZzun7D0FyLU,4.6,508,41.9765833,-87.66869439999999
313,BATSU! Chicago,ChIJn0ISwOTTD4gRqnNcfcXrM3Q,4.6,42,41.910072,-87.63430699999999
455,Adams Street Brewery,ChIJD2qt8UotDogRGD52rCgUD7o,4.6,107,41.87923199999999,-87.6283942
429,Gamblers,ChIJdUaZ6tDND4gRkFsjSM5t01Y,4.6,116,41.9703848,-87.7282287
157,ERIS Brewery and Cider House,ChIJmTI6V7TND4gRmzJVQJ2jMnI,4.6,2173,41.9538878,-87.7342515
270,Front Bar,ChIJh1Qq1yLTD4gRET5zQa9lqM4,4.6,171,41.91290540000001,-87.64847189999999
380,EZ Inn,ChIJo6-UkrLSD4gROMzVRAjnfqc,4.6,358,41.898209,-87.6865794
376,A. J. Hudson's Public House,ChIJtTepCUbSD4gRDYMgHBtsQvs,4.6,691,41.9507798,-87.6686854
427,Maria's Packaged Goods and Community Bar,ChIJNdcMrkksDogRS_COh3n2vNA,4.6,1325,41.8380756,-87.6510328
432,SWIG,ChIJk6Xb98bSD4gRohNq2uKmnR4,4.6,346,41.9086997,-87.6744362
279,The Rambler Kitchen & Tap,ChIJG89RRFfTD4gRsCbvesa3p3Y,4.6,273,41.9567257,-87.68084619999999
275,Rossi's,ChIJcWzJBK4sDogRZYF6rJdvmuA,4.6,929,41.8897309,-87.62813729999999
443,Ten Cat Tavern,ChIJm3nx0UfSD4gRsrEvE8SZf4s,4.6,248,41.9534384,-87.66882550000001
154,Wolcott Tap,ChIJtV8DyT3SD4gRzMU1BvY1bsY,4.6,417,41.9616742,-87.67584289999999
103,Will's Northwoods Inn,ChIJqxmlO1XSD4gRNome3-iToO0,4.6,845,41.9372603,-87.6590621
369,The Cabin at Old Irving,ChIJew_p7bfND4gRpKZU2cWXpyQ,4.6,177,41.9557808,-87.7277788
285,The Avondale Tap,ChIJn4KPtKHND4gRH4Ri3Gdgkxs,4.6,450,41.9393752,-87.7187702
308,Forbidden Root Restaurant & Brewery,ChIJMUhGGqwsDogRzmCX4jRx34o,4.6,1672,41.896238,-87.671559
439,The Beetle Bar and Grill,ChIJzyd6JVMtDogRAnlJ0Ca5ifo,4.6,502,41.8958375,-87.69072349999999
441,The Aberdeen Tap,ChIJw3ZukNYsDogRJxj5dBCbB70,4.6,836,41.8901494,-87.6550042
89,Fuller's Pub,ChIJ_xlKYpLND4gR0MBnKE3BROI,4.6,244,41.9537866,-87.7082605
465,Tuman's Tap and Grill,ChIJq2qPRkstDogRCrIeIyvV-mc,4.6,424,41.8956882,-87.68176969999999
349,Sportsman's Club,ChIJKYVAfbLSD4gRNH5upOoJZr4,4.6,405,41.8989899,-87.6872016
410,Gilt Bar,ChIJ0bBajbYsDogRhY8z-LYaZr4,4.6,1331,41.889287,-87.6353347
340,Billy Sunday,ChIJa2SIvXrND4gRrPqCMMhIes0,4.6,594,41.9278184,-87.7065093
387,Weegee's Lounge,ChIJ9VXHYhXND4gRDU1e6UMWl0U,4.6,284,41.9170036,-87.7190117
503,Fox Bar,ChIJnT3Q0tosDogR4xF93GgDjfs,4.6,173,41.883765,-87.64828399999999
128,The Barrel,ChIJnVdGUaAtDogRMQqVicJK5hY,4.6,253,41.8544061,-87.6757681
76,Davenport's Piano Bar and Cabaret,ChIJPxRq6cXSD4gRFyIeGwbpbL4,4.6,82,41.9070334,-87.67200749999999
248,Warehouse Bar & Pizzeria Chicago,ChIJB34BueTSD4gRhV9CBep1Imc,4.6,699,41.9249835,-87.6641164
246,Moneygun,ChIJl4qjZM8sDogR2QZVDh9Cgfo,4.6,792,41.8858416,-87.64517029999999
390,Rex Tavern,ChIJRYBhuBvMD4gR5yvW3S6qlcw,4.6,200,41.9705324,-87.76295569999999
399,Chicago Distilling Company,ChIJadCJ82LND4gRhlZIsJHj1XY,4.6,72,41.92414850000001,-87.6991666
391,Fritzy's Tavern,ChIJL4OZNJbRD4gRx-ya9x8oqk8,4.6,142,41.9942544,-87.67040089999999
330,Rose's Lounge,ChIJy9st0wPTD4gR-uqvZI2MqAM,4.6,227,41.93016739999999,-87.6555712
324,The Heavy Feather,ChIJU6Jk9GLND4gRRrgkX-xyRB8,4.6,141,41.9242181,-87.6989609
325,One City Tap,ChIJf2M1z7ctDogRX1uHECHMLUM,4.6,119,41.8372293,-87.6659109
115,Bar Roma,ChIJcReJ4SfSD4gRTHFLUwR7HWg,4.6,719,41.9744963,-87.66808209999999
241,Rainbo Club,ChIJne-d28nSD4gRea659m_EFkQ,4.6,302,41.9027643,-87.6774054
468,The Garage Bar & Sandwiches,ChIJLXthw0jJD4gR9aoGvQRM8HU,4.6,635,41.9934537,-87.7844398
344,Cunneen's,ChIJuRwQGKPRD4gR5TnbInF35hY,4.6,186,41.9983065,-87.6666288
251,The Corrib Irish Pub,ChIJUSDFuqbOD4gR6m43qmdxnAw,4.6,96,41.98148,-87.7623456
2,Moxy Chicago Downtown,ChIJxdetj7MsDogRzITzzoOKilU,4.6,948,41.8918405,-87.6331075
407,Off Color Brewing Taproom The Mousetrap,ChIJq6UiyiXTD4gRNnR1hmKINhM,4.6,635,41.907905,-87.6521195
472,Old Irving Brewing Co.,ChIJL5_MijTMD4gRBEVFpHRC9oQ,4.6,1085,41.9606659,-87.7392662
382,Teddy Bear Lounge,ChIJG6B7iK_ND4gRPprXSew8cKA,4.6,108,41.9449616,-87.7271938
83,Bialystok Pub,ChIJB95kfQvND4gRspPwrP04h7E,4.6,100,41.9317876,-87.71923220000001
260,BallPark Pub,ChIJgZuXvCIsDogRW8AwCCCoD7M,4.6,326,41.8237142,-87.6393423
348,Best Intentions,ChIJOX_c02nND4gRhZNyBsxxB2E,4.6,446,41.9171619,-87.7101417
78,George Street Pub,ChIJoVVG6QfTD4gRZosUygRlFX4,4.6,682,41.9343993,-87.6492511
314,District Brew Yards,ChIJh_hkpRMtDogRiYFgy7l-XB0,4.6,1186,41.8894087,-87.6667095
258,GO Tavern & Liquors,ChIJB1R5D2jND4gRA_zHYd3PKRw,4.6,332,41.9172766,-87.70781099999999
483,The Arrogant Frog Bar,ChIJq118WOPSD4gRcN7k9mmp2hQ,4.6,122,41.9250073,-87.66315929999999
161,Dram Shop,ChIJp8qL36bTD4gRDQSK73wmFkE,4.6,155,41.9376968,-87.6444973
404,Michael's Sports Lounge,ChIJl6KGvPAxDogRqIEmHrkUNME,4.6,78,41.8115203,-87.7081887
485,The Gman Tavern,ChIJfa3CpUzSD4gRSPaC4IWfi2Q,4.6,430,41.9500181,-87.658968
257,Joe's On Broadway,ChIJTzNsjbrTD4gRWDNzts7CRrY,4.6,183,41.9472701,-87.647058
277,Vaughan's Pub & Grill,ChIJSyig51TJD4gRjypwO_-pT6Y,4.6,377,41.9804778,-87.7776425
736,The Corner Bar,ChIJWzMlWZHSD4gREH5ncIAQ0wU,4.7,239,41.92202590000001,-87.68281170000002
299,Old Town Ale House,ChIJicktJEHTD4gRRdOGcR40Vs0,4.7,737,41.9110139,-87.63559409999999
198,Muse Spirits,ChIJky1kc2zTD4gRNo7bGqVHH3Y,4.7,29,41.9396709,-87.64425419999999
381,Ludlow Liquors,ChIJI3BjHYDSD4gR4sUtVPABI-4,4.7,270,41.9356438,-87.6976021
526,Mother's Ruin,ChIJNaL7s1nND4gRgjh3CyL8e2M,4.7,213,41.934971,-87.71646679999999
374,Long Room Chicago,ChIJadsZl0fSD4gRq-qid8_bqCM,4.7,599,41.9544314,-87.66969329999999
175,Small Bar,ChIJySZ5ZnjND4gRsSVk29mjH2I,4.7,485,41.9355571,-87.7052853
114,Chipp Inn,ChIJl51MItPSD4gRNitDCgt8m7M,4.7,218,41.89710669999999,-87.66508309999999
113,Navigator Taproom,ChIJ0wZPn57SD4gR_dGxySRKO0w,4.7,519,41.920928,-87.69384500000001
320,Di's Den,ChIJsYtyvUHMD4gR_3Yid1rZekg,4.7,117,41.95350639999999,-87.754842
338,Spiteful Brewing Tap Room,ChIJl-yoZPTRD4gRO-xatKf3nNI,4.7,311,41.9797995,-87.6807331
30,Four Moon Tavern,ChIJP_srr13SD4gRmJTIefg-T5Q,4.7,412,41.9431134,-87.67586779999999
345,Ørkenoy,ChIJdXJdfP3ND4gRD-GAYQjfEqw,4.7,223,41.9135446,-87.71157149999999
776,Larry's,ChIJmSKYdtPTD4gRe9IR_lwu4SM,4.7,197,41.9691872,-87.6558159
183,J&M Tap,ChIJS_a0ZbTSD4gRbvqqNcdrEAk,4.7,150,41.8993156,-87.681912
184,Dovetail Brewery,ChIJd32TZT_SD4gR2vyteeanycc,4.7,435,41.9561505,-87.6744307
771,Elixir Lounge,ChIJBZT74K_TD4gRxgnJs4jSrjM,4.7,165,41.9451796,-87.6495521
311,Keenan O'Reilly's Pub,ChIJ1ZSiSkbSD4gRv9uSxC7kp_8,4.7,106,41.9530042,-87.66922699999999
764,Stanley's,ChIJDy_-h3guDogR43530f-6R6w,4.7,86,41.816001,-87.6657178
763,Goose Island Taproom,ChIJGZnauzAtDogRM_CCEZhCr4E,4.7,811,41.8869546,-87.6722841
362,Montrose Saloon,ChIJkbYWAfTND4gRzzRfFxeIbBQ,4.7,403,41.9610574,-87.70231530000001
32,Smoke Filled Room,ChIJBQFamU8xDogRPXAPOpxn7TM,4.7,104,41.7495423,-87.7070868
192,MILANO’S Cafe Bar,ChIJMZCfEabND4gRTtSDWw5h86Q,4.7,115,41.9410776,-87.72626319999999
123,Fudy T's,ChIJHe9H60zRD4gRf7WVUZOE-Ts,4.7,37,42.00802119999999,-87.6665213
744,Archie's Iowa Rockwell Tavern,ChIJR3fnvKzSD4gRah4KeQtA9rA,4.7,287,41.8976833,-87.6920078
20,The Double Urban Tavern,ChIJ1196HW3ND4gRstyh_kUTPWs,4.7,148,41.9243421,-87.715542
396,Pilot Project Brewing,ChIJjUQUcN7TD4gRWlViMb5I81Q,4.7,362,41.919946,-87.692981
207,Six Penny,ChIJrTjAmwvMD4gRlb1NmhyI4-o,4.7,181,41.9606882,-87.77234159999999
42,Uncle Mike's Sports Bar,ChIJn3i5-BfND4gR-FXydAJH2X4,4.7,132,41.9172679,-87.7270581
456,The Native,ChIJ7dOuPWPND4gRloZ96QGdekc,4.7,286,41.9252358,-87.7009549
568,Drawing Room,ChIJ-Z2sQaQsDogRoANuN-Pkyuo,4.7,240,41.881662,-87.6249685
464,Lincoln Hall,ChIJF5adNwXTD4gRnfyy_a5-5aA,4.7,1572,41.9259221,-87.6498374
141,Rogers Park Social,ChIJeTJRsq_RD4gRz1iVZSRu4D0,4.7,884,42.0073911,-87.66625719999999
85,The Ravenswood Tavern,ChIJEQu6UczTD4gRzIn5IbsgCo0,4.7,73,41.9613819,-87.67558110000002
559,Maplewood Brewery & Distillery,ChIJv0fLI4TSD4gRe-BekF-Pb84,4.7,547,41.930889,-87.69134679999999
261,Lucky Dorr,ChIJUwHSPbPTD4gReLJ0JE775dk,4.7,157,41.9488198,-87.65688569999999
474,Cultivate by Forbidden Root,ChIJG-ufoIjTD4gRrkk1WQ1nZvc,4.7,153,41.96755890000001,-87.6750644
479,Marz Community Brewing Company,ChIJrxcPVjgsDogREDGkncuy4ww,4.7,546,41.8277584,-87.6593736
152,The Red Lion Pub,ChIJJZbIIwXTD4gR8rBaioAFcUo,4.7,668,41.9262933,-87.65043460000001
454,Drink and Ink,ChIJ36Zmqs3TD4gR2uz2-le425U,4.7,94,41.9629255,-87.6556854
232,Easy Does It,ChIJDwJxRsPND4gRytqBxb5kDYw,4.7,96,41.9239014,-87.6994406
494,Osito's Tap,ChIJGY5mlh0zDogRRpdejPcywbs,4.7,255,41.8447067,-87.7181772
138,Hungry Brain,ChIJdwtKFmPSD4gRXU9en6OWBQU,4.7,209,41.9393541,-87.68645629999999
499,Matisse Tavern & Grill,ChIJl5_e9wjTD4gR22tJzrrIqWs,4.7,528,41.9329279,-87.6465947
70,Reed's Local,ChIJGayFy4PND4gRvwFADOjvXc8,4.7,264,41.939265,-87.7034406
245,Duke Of Perth,ChIJ1wOOJwjTD4gRngsckNwAs5k,4.7,716,41.9352489,-87.6467047
236,Hopleaf,ChIJL74HG4jRD4gRZAsc6JenPxg,4.7,3175,41.975829,-87.66849760000001
532,Nilda's Place,ChIJQWrwEcvSD4gRmC13AgFb4VU,4.7,37,41.8978783,-87.67448739999999
237,Kumiko,ChIJVVVFV88sDogRIs6NMpEi61s,4.7,392,41.8858905,-87.6440207
519,Annoyance Theatre & Bar,ChIJR3WzOqnTD4gRJTxaC0gORME,4.7,620,41.9398586,-87.6513836
522,Sleeping Village,ChIJIZkjJ6HND4gRwgmE3djktKM,4.7,827,41.9394177,-87.7213611
491,My Buddy's,ChIJhxdd7jDSD4gRtWIfVg-2ApE,4.7,371,41.9622192,-87.6662193
222,Open Outcry Brewing Company,ChIJswWq6N4kDogRrHtoY9ktOMA,4.7,783,41.6944301,-87.6814497
59,Delilah's,ChIJSZTigAHTD4gRF4MVV_BKBBE,4.7,924,41.9322658,-87.65806049999999
167,Matchbox Bar,ChIJf_8gMyvTD4gRXzOM84x7uD4,4.7,434,41.895692,-87.6548107
99,Liar’s Club,ChIJDWY2ze_SD4gRuNNLbqinl8E,4.7,366,41.9249754,-87.6706292
98,The Victor Bar,ChIJXYZyvWrSD4gRdrcsTpaAGhg,4.7,325,41.9545912,-87.67863609999999
294,Wang's,ChIJh2qKYKTTD4gRZNNVeKUgMNY,4.7,172,41.9425039,-87.644352
402,The Empty Bottle,ChIJR-BMErLSD4gRFUV3e3FwXEo,4.7,1309,41.9004139,-87.6867377
96,On Tour Brewing Company,ChIJwzcrCjEtDogRKd9b9HESVXA,4.7,308,41.8896034,-87.6705593
406,Pleasant House Pub,ChIJMe6pU1gsDogRVi7P2WTpr5A,4.7,1217,41.8534956,-87.6462925
610,Kingston Mines,ChIJ8b-ckQXTD4gRSiZPBswZmnE,4.7,3225,41.9287018,-87.6490164
5,The Booze Hound,ChIJ52KHo03MD4gRKS25iFt6lOA,4.7,138,41.9486917,-87.7397962
73,Queen Mary,ChIJQ3h88bbSD4gRpCS8A9UibSs,4.7,389,41.9029715,-87.6807371
53,Cary's Lounge,ChIJxVoi2sLRD4gRJHS0jzXXwo0,4.7,267,41.9976697,-87.68697189999999
597,5th Province,ChIJQ2jYTDDMD4gREReK9qylfqk,4.7,107,41.9653605,-87.7442684
596,Alarmist Brewing & Taproom,ChIJt_Q3cGTOD4gR2LKgAe5ra-M,4.7,225,41.9898657,-87.73161689999999
276,Royal Palms Chicago,ChIJX5vujr7SD4gRBWqgcPY9OWg,4.7,712,41.9131228,-87.68190949999999
593,Foundation Room Chicago,ChIJuxzb0bEsDogRY0_Z--o0pLU,4.7,153,41.8882037,-87.6292039
212,Marty's,ChIJ-y8Er4jRD4gRr15VIWp3gko,4.7,404,41.9797522,-87.6687511
588,Maple & Ash Patio,ChIJE8GjKE7TD4gR70ENZ5CYbmw,4.7,89,41.9020203,-87.6285
144,UP Comedy Club,ChIJ-bkAJEHTD4gRsmKWLuzFt9Q,4.7,161,41.9113631,-87.63565369999999
586,WineStyles Norwood Park,ChIJQUztULDJD4gRENVLg6iBDlI,4.7,79,41.9938534,-87.8023193
438,DMen Tap,ChIJiXgD_IDND4gRn1il45NG5uM,4.7,578,41.93929199999999,-87.6997154
445,Bar106 The Neighborhood Tavern,ChIJA3F8qjE7DogRgMuC8LkU5CU,4.7,42,41.698994,-87.7202717
269,Cafe Prague,ChIJ92we1J_LD4gRwiCwLl4y1AE,4.7,665,41.9382976,-87.79384569999999
268,Blue Chicago,ChIJezvnsLMsDogRLDrqWcT7SRI,4.7,1355,41.89197619999999,-87.63146599999999
220,Beermiscuous,ChIJW6ETSv7SD4gRU81ef2JzAJ8,4.7,630,41.9328472,-87.6594283
101,O's Tap,ChIJc04B1ZnSD4gRiDm7MZcEPiM,4.7,112,41.9189333,-87.68772709999999
434,Logan Arcade,ChIJPUOMoprSD4gRf8R-f-It5HA,4.7,1117,41.9251483,-87.6881745
243,Bitter Pops,ChIJt72hrFvSD4gRFm-mpFFLSJ8,4.8,606,41.9431545,-87.6708106
803,Red Star Bar,ChIJl4A9hnwtDogRDjFh9aIAMSA,4.8,4,41.8914097,-87.6208936
359,Green light Korean Pub& Karaoke,ChIJtSy_LWbRD4gRNlZFFYEXvlU,4.8,185,41.9903144,-87.6929201
309,Nobody's Darling,ChIJzaiJj9jRD4gRlnu8EbFa-MU,4.8,228,41.9798579,-87.67405409999999
97,The Beer Temple,ChIJ48kGhIDND4gR6A1xhVn1gHs,4.8,694,41.9388916,-87.6972193
424,Windy City Playhouse,ChIJO9Bv84zND4gRYntNgdD9xLM,4.8,126,41.9541151,-87.7038851
481,Confessions Chicago,ChIJ_Tn6q-MtDogRD_ekum4afvc,4.8,5,41.8197181,-87.68494510000001
495,Division on the Rocks,ChIJtypT3FLTD4gRmAyTz8OCWZA,4.8,6,41.9040282,-87.63194419999999
504,Begyle Brewing,ChIJQ2q6nkDSD4gRdxmBFkuhfxk,4.8,529,41.9552432,-87.6744982
529,Barrelman Tavern,ChIJ77KeyJbRD4gRWRILsivEINg,4.8,150,41.9909001,-87.6714697
536,Black Eagle Club,ChIJmz8c25_TD4gRR_k0n50i-Go,4.8,72,41.954319,-87.6778945
174,Web Pub Bucktown,ChIJx-sHW5PSD4gR9G2HStUKJCI,4.8,149,41.9214647,-87.67884579999999
67,Whirlaway Lounge,ChIJJxcZmG_ND4gRwm9RpDqpkus,4.8,248,41.9248891,-87.70853269999999
66,Rosa's Lounge,ChIJ484gBWrND4gRKHIPWs9Olmc,4.8,627,41.9174433,-87.71281940000001
544,Hop Butcher For The World,ChIJqWoskqDTD4gReXvPLubBVVg,4.8,76,41.9592752,-87.68219959999999
537,The Tavern Club at 333,ChIJJT3NIK8sDogRZOFK6VWSw8M,4.8,11,41.8876238,-87.6242032
190,Kite String Cantina,ChIJH3Yk20LSD4gRidtFqwBBYsw,4.8,216,41.946766,-87.67599419999999
221,Whiner Beer Company,ChIJXc51MnwuDogR_Y3K6Ztdqhw,4.8,206,41.8106674,-87.6606774
575,Solemn Oath Brewery Still Life,ChIJnQXBjmDND4gRm7bSIIfH-Q4,4.8,185,41.9173961,-87.7000594
583,Rhine Hall Distillery,ChIJybpjECgtDogR9NFa_Xwic-A,4.8,122,41.88690829999999,-87.6779528
759,Pete's Place,ChIJ0ZRkWIrND4gRVMZhSVLjKts,4.8,103,41.953836,-87.6993202
39,"kibbitznest books, brews & blarney",ChIJr44yNOTSD4gRSzJz6oSDBFI,4.8,600,41.9218673,-87.6652558
37,Rootstock Wine & Beer Bar,ChIJV2NsiKrSD4gRJWTZ71R0h9w,4.8,369,41.8990608,-87.6969491
561,Regina & Joe Tap,ChIJb0qtuArND4gR8LZpj-BZEDg,4.9,7,41.9355323,-87.7182117
197,Consignment Lounge,ChIJ5eKFUkDND4gRt5i-377R7oM,4.9,69,41.9320889,-87.7156646
423,Jarvis Square Tavern,ChIJ-QQNOTbRD4gRdkbOqpjyrzU,4.9,34,42.01626359999999,-87.6684901
731,The Charleston,ChIJgaBV_MbTD4gRA6XS1KpIrpA,4.9,46,41.9198993,-87.6803044
452,Moonflower,ChIJHaoi2erND4gRVvwoObZgPkk,4.9,182,41.9603255,-87.7540327
554,Pipeworks Brewing Company,ChIJjyXxuLzSD4gRiblFLlPqLuE,4.9,124,41.9181966,-87.7254462
484,Bernard’s,ChIJrXUBGInTD4gRz2B1_f4917s,4.9,21,41.8997462,-87.6274657
569,Life on Marz Community Club,ChIJBbojf3fTD4gRAF2jSYnp32g,4.9,50,41.917475,-87.68759999999999
326,Printer's Row Brewing,ChIJodiD92LLD4gRiK0bef2Ai_4,4.9,87,41.9679289,-87.77726179999999
287,Sonny's Place,ChIJjbPuijzND4gRhDYZXZHujUQ,5,6,41.9683177,-87.7058761
288,Tiki Tiki Chicago,ChIJw-jNo5AtDogREhpwaYunG6o,5,12,41.8956071,-87.6547798
50,red & white wines,ChIJN9MbPFXTD4gR8ckWk-kYUKs,5,3,41.9152382,-87.68471249999999
602,The Stanley Club,ChIJ3zf4xiYtDogRyAz5xfrQTNI,5,3,41.8816594,-87.6616195
111,Electric Hotel,ChIJYQNJcNUtDogRpqPwOygh3U4,5,1,41.8934118,-87.63508279999999
