,name,place_id,rating,user_ratings_total,lat_g,lng_g
29,Woodlawn Tap,ChIJSzUcLRUpDogREAI5xWfe6bo,4.3,442,41.7951846,-87.5968482
800,Hook and Ladder,ChIJhUulUxDTD4gR5fN1G7ucgxQ,4.3,208,41.92333989999999,-87.6460387
150,Bobby Love's,ChIJjQDztbDTD4gRftdNGenvv8Q,4.3,226,41.9499862,-87.649442
18,The Dandy Crown,ChIJpTdPExMtDogRmejNxDDrAAE,4.3,126,41.8942026,-87.6525585
841,2Bears Tavern Uptown,ChIJJSjgF33TD4gRdJ-APzgDUho,4.3,34,41.9655079,-87.65921999999999
853,Parson's Chicken & Fish,ChIJFSkvK0bTD4gRgyET_O2Mzk8,4.3,642,41.9265416,-87.64851809999999
888,Brick's Night Club,ChIJH0saZd8yDogR5zP5PVU0pI4,4.3,20,41.8807744,-87.73647009999999
7,80 Proof,ChIJI0zgw0bTD4gR_jDtYsNTZ9E,4.3,685,41.9092926,-87.6348709
158,Pippin’s Tavern,ChIJ6QPIAlPTD4gRvwOcakYkLXE,4.3,761,41.8964793,-87.62662499999999
905,Beauty Bar Chicago,ChIJozGmSdPSD4gRkrB7r79sFZE,4.3,936,41.89624910000001,-87.6641782
181,Irish Eyes,ChIJbX_I9ATTD4gRuS5b90g7UqQ,4.3,138,41.9277439,-87.6516501
205,Sidekick's Entertainment Lounge & Restaurant,ChIJp5R9ijTMD4gRMFuIWAvrW6k,4.3,522,41.9609427,-87.73943709999999
757,City Winery Chicago,ChIJ7ZBcatgsDogRVeUuWDAD0TM,4.3,1252,41.884588,-87.6571111
51,Spectrum Bar & Grill,ChIJYQRyIMMsDogROICaenPt-Qs,4.3,616,41.8782497,-87.64710939999999
145,Scarlet Bar,ChIJGbijdK_TD4gRa-efdPvTxR0,4.3,413,41.9424528,-87.6495078
218,Family Den,ChIJXzkaFCkmDogRJoTyCDaDnkk,4.3,1552,41.7320649,-87.58578
54,Burwood Tap,ChIJDcaVQg_TD4gRl951hxGjVdA,4.3,340,41.9292025,-87.64752469999999
601,The Signature Room at the 95th®,ChIJNbKQElTTD4gRREaOJN5ZUdw,4.3,6459,41.8989565,-87.62340789999999
214,Watershed Bar,ChIJR62ag60sDogReIs8QYL5ePo,4.3,207,41.89267299999999,-87.627871
377,The Curragh Irish Pub,ChIJQSp-raDJD4gREOC3UkEYNBw,4.4,657,42.0030404,-87.8162708
550,Corridor Brewery & Provisions,ChIJjSh3wlHSD4gR0IEFVuxefTc,4.4,648,41.9447567,-87.66414859999999
831,Emporium Wicker Park,ChIJTS6R8sXSD4gRSvagw8grD44,4.4,1646,41.9066223,-87.6717958
25,Vaughan's Pub,ChIJBzKUpQDTD4gRBb7Ta6YCoFc,4.4,260,41.9349961,-87.65381380000001
26,Angelo's Wine Bar,ChIJ2VtXffHND4gR5wYS3NO70v0,4.4,651,41.9613729,-87.70436169999999
27,West on North,ChIJ5y6siqTSD4gR0ZpTDYaSzMk,4.4,274,41.9101385,-87.690118
604,D4 Irish Pub & Cafe,ChIJIZsKeFUrDogR6sdXMWqQsFk,4.4,1729,41.8919592,-87.618871
805,Angie's Tavern,ChIJv-F5MZDND4gRRzbKQZDbcvM,4.4,116,41.9485622,-87.7080438
394,SAVE FERRIS,ChIJHY7We7LTD4gRkS0b5PjY3b4,4.4,246,41.945738,-87.6551798
28,Twisted Shamrock Pub,ChIJzxn4TNkwDogRfFMfbCasqt0,4.4,146,41.7745407,-87.76173229999999
63,Little Bar,ChIJw8VKSlvJD4gRV3FGgUx16JA,4.4,57,41.9874053,-87.79006
411,Crow Bar Inc,ChIJ5UOcpWXYEYgRokEG0q7LbfE,4.4,242,41.7024579,-87.5267738
790,Rebar,ChIJA6EvXa4sDogRDaB-PygnNSQ,4.4,114,41.8888012,-87.6263094
388,Illinois Bar & Grill,ChIJacxyq5oxDogRzEoIKFM1ErE,4.4,873,41.8077251,-87.72740110000001
17,Broken Barrel Bar,ChIJ8fhkRaXTD4gRXW50snZ7jI4,4.4,316,41.9284581,-87.6636339
104,DryHop Brewers,ChIJESGqvqbTD4gR3rgf0uNishU,4.4,671,41.9393174,-87.6441967
367,Replay Andersonville,ChIJncp_r4jRD4gRC6U4EGvEGv0,4.4,1038,41.9797435,-87.6684289
336,Emporium Logan Square,ChIJvxPg9mLND4gRZQkGFIME1b0,4.4,2148,41.9242658,-87.6993292
574,Zebra Lounge,ChIJQVJK40_TD4gRTZkd3Fc25k4,4.4,283,41.9045109,-87.6289137
337,Bird's Nest,ChIJBdU5ZvvSD4gR7dbmL9mSmCs,4.4,914,41.9271507,-87.66352119999999
563,Oakwood 83,ChIJnTHGGhbSD4gRpKgkv0NT6-A,4.4,119,41.9613437,-87.67834789999999
900,Continental Lounge,ChIJ997sQ1UtDogR7Ie2U8UNorI,4.4,295,41.8954799,-87.6968402
339,Glenwood,ChIJm75BQ67RD4gRi_lOaxjPorE,4.4,300,42.0084278,-87.6662917
551,O'Donovan's,ChIJFQp8EWvSD4gRvOcgPz3o1qg,4.4,1123,41.9542895,-87.6813822
576,Lottie's Pub,ChIJuZYRJ8DSD4gRdJuh5-8ngjg,4.4,1317,41.9158706,-87.67623499999999
346,Richard's Bar,ChIJs0N_3s0sDogRIDAcKE_Emfg,4.4,419,41.8909676,-87.6469631
865,United Club near gate C10,ChIJO8thYHG1D4gRUf5jUtNmUJ0,4.4,152,41.97841100000001,-87.910477
351,ROCKS Northcenter,ChIJwY6-whTSD4gR0tvBt8Zw3cw,4.4,428,41.9569931,-87.68089859999999
109,Holiday Club,ChIJu9vXkbXTD4gRv3JmsWtNvq4,4.4,796,41.954588,-87.654726
10,Tin Lizzie,ChIJ28ZDsw3TD4gRo1tSUySzbA0,4.4,383,41.9276928,-87.6415768
577,Loncar Chico,ChIJlef4o_snDogRg5r-huBTZ6k,4.4,255,41.7281974,-87.54672649999999
553,Candlelite,ChIJSbO9-yzQD4gRNrZJaYowzMk,4.4,628,42.0174602,-87.6905589
64,Third Rail Tavern,ChIJfzf319gsDogRc2ySzl53dVk,4.4,359,41.8815227,-87.65566299999999
418,Moody's Pub,ChIJf1OP0p3RD4gR84MgZ4qvyWQ,4.4,1296,41.9894304,-87.6604601
785,Cork & Kerry at The Park,ChIJhznXvRQsDogRty33Gie4y-U,4.4,345,41.8346418,-87.6342023
589,PL Lounge,ChIJebwHgq_ND4gRm5CbNzPQQTY,4.4,336,41.9443527,-87.7274748
737,South Branch Tavern & Grille (The Loop - Chicago),ChIJT_A3rbgsDogREjTZZkQe3_E,4.4,1639,41.8804843,-87.6377693
734,Glascott’s Saloon,ChIJUbfrDBrTD4gRgAbBip9Sxlc,4.4,198,41.92168239999999,-87.648883
517,Red Pepper's Lounge,ChIJGci78KkoDogRnxAHIKyz1DU,4.4,8,41.7367684,-87.61335079999999
590,Bernie's Tap & Grill,ChIJ75qBNLPTD4gRUkVuyBldeBw,4.4,444,41.94881789999999,-87.6579679
473,Tom's Tap,ChIJXWFyXMQ2DogRDMIyxFr5IDo,4.4,124,41.7920735,-87.78950180000001
451,Brudder's Sports Bar,ChIJT1ir_K_ND4gRsizefgP5z5M,4.4,604,41.9465576,-87.7276124
478,Blue Line Lounge & Grill,ChIJGd4yXsfSD4gRpfGAec-TDyA,4.4,701,41.9095818,-87.6777204
486,The Wild Hare & Singing Armadillo Frog Sanctuary,ChIJ_19bjrLTD4gRMkulph9iPKY,4.4,1142,41.9294932,-87.64904949999999
487,The Sandlot Wrigley,ChIJ_U6qd7LTD4gRZWJGD4b73Sc,4.4,102,41.9454781,-87.6549775
489,Lincoln Karaoke,ChIJdXbzE_zRD4gRqH_Hc5e3LGs,4.4,516,41.9819828,-87.69349620000001
79,Licorice Lounge,ChIJ_1hIBagoDogRMzWLr-RXmzg,4.4,178,41.7364165,-87.609349
496,Murasaki Sake Lounge,ChIJb02QDassDogRU8nZRCnnYc0,4.4,268,41.89325830000001,-87.621922
497,The Milk Room,ChIJ3aVOQKQsDogRoBQs2mxSsPo,4.4,147,41.881662,-87.6249685
81,Rabbits Bar,ChIJpZQrziDMD4gRfWd7J0STqUk,4.4,223,41.97517209999999,-87.7521836
579,Rite Liquors,ChIJAxm0Nc7SD4gRUOmEvC-YYN0,4.4,240,41.9031527,-87.66941609999999
741,Kelly's Pub,ChIJx4sh9BvTD4gR9yZTRg_HZB0,4.4,198,41.9216515,-87.6529502
747,Brownstone,ChIJN9aOgGrSD4gR3mPuXbkhlPI,4.4,544,41.9533808,-87.6779202
420,Estelle's Cafe & Lounge,ChIJa4LkpbjSD4gReCyjuHvE0d8,4.4,537,41.9103194,-87.6781056
421,Bruno's Lounge,ChIJId8G4abRD4gRtI9jsm8xUiY,4.4,114,42.00193720000001,-87.6610595
533,The Revel Room,ChIJj2AcQsfSD4gRdCcdxJddLRs,4.4,504,41.90990619999999,-87.676969
531,Steve's Lounge (Catering By Steve's),ChIJs9Wz0VInDogRY5ZgRhHcoxA,4.4,484,41.65530709999999,-87.547519
580,Reggies on the Beach,ChIJB20BV-wpDogRWSfAoXw7Y_Q,4.4,408,41.7813347,-87.573005
422,Marchesa,ChIJQQ_rc7QsDogRHCJWZkamO4Y,4.4,294,41.8918768,-87.6339258
57,The Black Lion,ChIJ8_G3QmPND4gRz-ItaUHjCh4,4.4,127,41.9254408,-87.7016817
58,Broken Shaker at Freehand Chicago,ChIJn3m9mK0sDogR3IveoCioFU4,4.4,641,41.8922609,-87.62733469999999
428,double bubble,ChIJfdoiV57RD4gR1JvaHdbiZlY,4.4,153,41.9920161,-87.6605435
765,Lincoln Tap Room,ChIJd0_FF1bSD4gRn2lSmDREdPM,4.4,185,41.9364032,-87.66429660000001
762,Lush Food & Drink - West Town,ChIJLyDZqdTSD4gRIaOlwyfANi8,4.4,139,41.8962871,-87.6629627
571,Shinnicks Pub,ChIJf5C_qCQsDogRLW3Rt1dlnXM,4.4,107,41.8254589,-87.64367340000001
751,South Branch Tavern & Grille (The Loop - Chicago),ChIJT_A3rbgsDogREjTZZkQe3_E,4.4,1639,41.8804843,-87.6377693
749,Goose Island Brewhouse,ChIJGUsemCHTD4gRdrBxeW4gyDs,4.4,868,41.9132345,-87.6544328
528,Ph.D Pub,ChIJAZKpJvAsDogRloRYUQ3C9sI,4.4,316,41.86554,-87.646738
329,Little Toasted,ChIJGypyecAsDogR8K1DsdphdaA,4.4,337,41.8776503,-87.6386301
155,Meeting House Tavern,ChIJndazcVjTD4gRimEFGWVA_AU,4.4,62,41.9732108,-87.6679241
227,The Harding Tavern,ChIJl6sh33DND4gRShgsZxQe5zU,4.4,906,41.9307608,-87.7103929
224,Frank's Bar,ChIJ6aqhSwzTD4gR7eML6XTX568,4.4,209,41.9280005,-87.6417778
253,Randy's Lounge,ChIJux_cAscoDogRvawxT8SnHh0,4.4,156,41.7581104,-87.6055635
189,The Berkshire Room,ChIJ3YEGma0sDogRkq1rGH3cdeM,4.4,378,41.892255,-87.6274987
216,Burlington Bar,ChIJszoj0W3ND4gRT2DogQ3Ea6c,4.4,342,41.92452249999999,-87.7131959
134,Sully's House - Sports Bar - Event Space - Roof Deck,ChIJD1Yz2yTTD4gRf2ciyEotG-0,4.4,405,41.9086537,-87.6491327
256,The Reservoir,ChIJozLQ7c7TD4gRTSdwCiNGXck,4.4,650,41.9619258,-87.6517746
139,Marquee Lounge,ChIJCWjGfxfTD4gRXL5PafwyPfg,4.4,212,41.9180679,-87.64830289999999
296,Off Site Bar,ChIJF01ldnrND4gR9g4rbH_ztts,4.4,16,41.9301043,-87.70723579999999
231,Phyllis’ Musical Inn,ChIJpWoP1s7SD4gRk-RBu6FJmpU,4.4,272,41.9034098,-87.6725426
140,The Bassment,ChIJFzfFcrYsDogREyO0d42z55U,4.4,754,41.8897738,-87.6378787
143,Z Bar,ChIJHQVwOVPTD4gRRHF6Oa0P62M,4.4,372,41.8959833,-87.6250762
297,Wild Goose Bar & Grill,ChIJGzQWcxTSD4gROEl-Bb7YDfE,4.4,820,41.9594694,-87.6823127
201,The Slide Bar,ChIJS5L0p28tDogRe1IAEXWzZiw,4.4,159,41.8691152,-87.68590739999999
126,No.18 Karaoke bar,ChIJZ6Aqt2MsDogRMirIjIfyWic,4.4,958,41.8526008,-87.6317273
262,Lange's Lounge,ChIJpc_h4FHSD4gRQdqPOeKk33k,4.4,136,41.9453719,-87.6641291
312,Weeds Tavern,ChIJ7TCEoiTTD4gRvfxDyYUpnvs,4.4,270,41.90996699999999,-87.64929819999999
164,Friar Tuck,ChIJpeHLPafTD4gRSf4meBf1_oQ,4.4,458,41.9368302,-87.64444859999999
302,Le Piano,ChIJW0fpRvDRD4gR3tAJvzroogk,4.4,234,42.00873319999999,-87.6662725
292,Estereo,ChIJZU1jWWPND4gRcQ1WZe2BsXI,4.4,1057,41.9257061,-87.70210999999999
180,Wrigleyville North,ChIJgxnySrTTD4gRydL_N9f7S4w,4.4,169,41.9528453,-87.6546769
209,Dino's Bar,ChIJbbPVUbzRD4gRpWpdQ6iP8LM,4.4,182,41.9982262,-87.67089229999999
242,The Store,ChIJhTOs1hnTD4gRODmGvCvD9lM,4.4,165,41.9183346,-87.6486939
322,O'Hara's Tavern,ChIJGySGTXjYEYgRohmJIZj7-4g,4.4,48,41.7026472,-87.5372615
211,Filonek's Bar and Grill,ChIJHZFN7kjJD4gRd5dRv1ggkgk,4.4,120,41.9942708,-87.7844894
131,MCM Pub & Grill,ChIJOaQl40XMD4gR1iIskWMbiPw,4.4,284,41.95178910000001,-87.7475651
148,Bangers & Lace Wicker Park,ChIJLRbpVM7SD4gRGbrDwLRHcrQ,4.4,769,41.903454,-87.67030199999999
244,M Lounge,ChIJFQylzoUsDogRYqM8igdcdc4,4.4,649,41.8613949,-87.6260241
149,Alice's Lounge,ChIJzckFfp_ND4gRPWV-VyT4GmE,4.4,363,41.939327,-87.7172213
159,Pops for Champagne,ChIJRUaRg60sDogRrA_dnDjeqA4,4.4,489,41.8926251,-87.62794520000001
12,All Rise Brewing Company,ChIJi22l9C8tDogRYclrE8vhNsA,4.5,81,41.886408,-87.66672460000001
265,Bungalow by Middle Brow,ChIJk08hQGDND4gRF127czm-cpc,4.5,599,41.9177853,-87.6988914
11,Turtle's Bar & Grill,ChIJqYYJXhMsDogRWuCPkY0NxKk,4.5,455,41.8346954,-87.6330665
457,Draft Bar Chicago,ChIJLyK7rUPKD4gRDG4pHEljfuA,4.5,195,41.9519971,-87.8326819
458,Shamrock Club,ChIJwb-Kv7YsDogR1n6VQBVvJnM,4.5,501,41.8892707,-87.6345443
49,Local Option,ChIJ64K7tx3TD4gRp6_ud23I3V0,4.5,446,41.9217944,-87.6561682
86,Babe's On Milwaukee,ChIJbxKCaT7MD4gRefC2edFAI5A,4.5,115,41.961125,-87.7550673
570,Three Dots and a Dash,ChIJiX4KgLEsDogR8gugSnSptzY,4.5,4835,41.8902505,-87.6307448
527,Butch McGuire's,ChIJ_4v36k_TD4gRtmUioIQSx4Q,4.5,833,41.9040227,-87.6295963
272,Roscoe Village Pub,ChIJT-otUG_SD4gRs5CzzVM_Ma0,4.5,193,41.94665819999999,-87.6832944
87,Coach's Bar & Grill,ChIJf0uWCc7JD4gR8LkODDtumhw,4.5,105,41.9939402,-87.8014694
448,Punch House,ChIJJ5i7xP8sDogRZHQ5geS87d8,4.5,376,41.8578384,-87.65751619999999
52,O'Donnell's,ChIJ03tRA8zND4gRvGIa7t5APM8,4.5,148,41.9624504,-87.7321853
447,Homer's,ChIJ027lhH4uDogRksnsOfi6404,4.5,127,41.8118354,-87.6610041
217,Roundhouse,ChIJQ2rkFCLND4gRs9OCZwQ9Tk8,4.5,85,41.92750969999999,-87.70452189999999
431,Shakers on Clark,ChIJo2xn3KjTD4gRvXJD_U5SFCU,4.5,170,41.9392354,-87.6504025
592,The Galway Arms,ChIJk3gcow3TD4gRG-uhUeIa1BE,4.5,689,41.9266021,-87.6413487
90,439 Nightclub,ChIJnfeqkyktDogREJq4lj3_xso,4.5,54,41.8901562,-87.659526
582,SUSHI DOKKU Japanese Restaurant [ Booze Box Lounge ],ChIJa1x1zNosDogRWaWIsW63ktg,4.5,1035,41.8840703,-87.6484589
168,Nisei Lounge,ChIJSwh78q3TD4gRDoydZPlZLdI,4.5,320,41.9447513,-87.65406449999999
271,Spilt Milk,ChIJAbLSZp3SD4gRfZUdo9D0B5w,4.5,485,41.9250048,-87.6973089
215,Marge's Still,ChIJ6ask8D_TD4gR1hvoo5a4rac,4.5,332,41.9146024,-87.63889809999999
169,Irish Nobleman Pub,ChIJYa6LnistDogRSvisAY98Vt4,4.5,519,41.8933279,-87.6620903
444,Golden Teardrops,ChIJI_lZJZ7SD4gRaNQjx0sXjHE,4.5,35,41.9196289,-87.6971192
817,Beatnik West Town,ChIJN0L8q9LSD4gRNSMWSKNjIM0,4.5,1708,41.8961966,-87.6676892
564,Tapster Lincoln Park,ChIJ-QZxTgLTD4gRPbwOtA7YUpc,4.5,233,41.9289008,-87.6560078
502,Tripoli Tap,ChIJw3ZkzB_TD4gRF_L_s90iBEQ,4.5,187,41.9179552,-87.6571644
862,Remedy,ChIJn3TrXr3SD4gR8WyHQ1GbLz0,4.5,471,41.9161293,-87.68656589999999
873,Billy Goat Tavern (The Original),ChIJH58hH6wsDogRMwsr0TdEj4U,4.5,3720,41.8903294,-87.6246338
505,Easy Bar,ChIJ87KAysnSD4gR9TRulBpTq-I,4.5,378,41.9033373,-87.67661319999999
249,Damen Tavern,ChIJGYJzcjUtDogRyEsCVWhaXMs,4.5,302,41.8942808,-87.6768865
509,Mesler Kitchen | Bar | Lounge,ChIJc5dq1Q8pDogRBV4wNDyBHeU,4.5,548,41.7994064,-87.5914411
247,The Globe Pub,ChIJbUkZIEDSD4gRhF9YMlE-baI,4.5,879,41.9543896,-87.67774639999999
511,Finley Dunne's Tavern,ChIJ094bXFvSD4gR_lcLPLR-tJw,4.5,172,41.9448075,-87.67241039999999
512,Club 81 Too,ChIJXXVW36rYEYgRuqXMb0CQ26g,4.5,263,41.6555881,-87.53718219999999
513,Hopewell Brewing Company,ChIJr0DGTnHND4gReLcydG4y77I,4.5,296,41.93125999999999,-87.71122659999999
534,Sunnyday Tap,ChIJwRIq3i7MD4gRfNBwbnpTgA0,4.5,93,41.9707394,-87.74419859999999
516,Central Park Bar,ChIJ_Xb9jG_ND4gRXqZ0vCyIiNk,4.5,157,41.9345662,-87.71758729999999
518,Sheffield's Wine & Beer Garden,ChIJ2fWQFazTD4gRX_abZ0iwjQM,4.5,1331,41.9415908,-87.6543409
868,Theory,ChIJ20IN_rEsDogRzrIp-_d1lUk,4.5,1027,41.8899304,-87.6285525
240,Green Eye Lounge,ChIJ9ZRA-ZfSD4gRYrwN97Y3o9Q,4.5,412,41.9166087,-87.6876479
172,Chicago Sports Bar & Grill,ChIJcan5q5wxDogRxN-hp3us06M,4.5,116,41.8076646,-87.7323516
500,Toons Bar & Grill,ChIJwb6ObUnSD4gRb_4djbHmLBA,4.5,688,41.95244599999999,-87.6639689
252,Farraguts on Clark,ChIJnRxpeojRD4gRnRcCPAtYf6w,4.5,268,41.9774089,-87.6685218
883,Park West,ChIJkYGVPGvTD4gRM21i5GwFMQA,4.5,971,41.918591,-87.63738099999999
264,Little Joe's,ChIJH9XYc-QsDogRu34A3VzLBBI,4.5,226,41.869369,-87.65278339999999
470,Savemore Liquors,ChIJ-dMH1WrSD4gRzsJIpJdDYW8,4.5,99,41.95573,-87.6800095
84,Stella's Tap,ChIJ75qCjLLSD4gRcUI5VYYXY6M,4.5,108,41.8985787,-87.6867118
558,Bar Allegro,ChIJT68W9bksDogR8m4Tc2VuJ2s,4.5,57,41.8842311,-87.63374639999999
286,Porter Kitchen & Deck,ChIJp6p38scsDogRGuXI3DnqDfU,4.5,464,41.88513400000001,-87.63834680000001
555,Horse Thief Hollow,ChIJHc-WwCMlDogRTeP3gtGcwNQ,4.5,498,41.703866,-87.68194799999999
166,J9 Wine Bar,ChIJt64NKhjTD4gRURdBELDpnoQ,4.5,189,41.91775,-87.64833829999999
461,Paddy Mac's,ChIJ2ZyPBsjND4gRHtrtZlJuxGE,4.5,414,41.9571689,-87.7275434
477,Flo & Santos,ChIJ5TIuK4UsDogRiwtT4Kplo7w,4.5,1883,41.8653731,-87.6262352
228,City's Edge,ChIJ4bJirsDOD4gRHBc7Q6VsMvw,4.5,318,41.9974962,-87.7612262
480,The SoFo Tap,ChIJUztUhCjSD4gRnZEajxMfo7Q,4.5,242,41.9724308,-87.6676099
549,The Levee,ChIJwfINYRrND4gRQR8divCiysY,4.5,124,41.9243232,-87.7282453
233,River Shannon,ChIJbbO35hTTD4gR3NtCvDJKt7M,4.5,327,41.9182035,-87.63988239999999
488,The Bar on Buena,ChIJCSmF2cvTD4gRhWarS4-H4sA,4.5,909,41.9586012,-87.65358839999999
135,The Green Mill,ChIJ5ywykizSD4gRX8IVtWSf3OI,4.5,3464,41.9692028,-87.6599222
493,Martin's Corner,ChIJR07tq5gtDogR5uqv-DJHCSM,4.5,260,41.8513254,-87.67814010000001
259,Bucktown Pub,ChIJg7e8LujSD4gRo4aCZ8YOspo,4.5,318,41.9161706,-87.6701707
93,Home Tavern,ChIJC84rtf_SD4gRdHnoFNctt50,4.5,32,41.9331683,-87.6597891
893,Lucy's,ChIJa3ZXUebTD4gRFH_hCD_gjUc,4.5,787,41.90056000000001,-87.696609
607,SPIN Chicago,ChIJ9fuVJa4sDogRNnOHAFsE8gk,4.5,880,41.8886781,-87.62831109999999
356,Village Tap,ChIJo1q4_2bSD4gRV6gJmagv6Q8,4.5,601,41.943072,-87.6805961
23,Cobra Lounge,ChIJJ2QQ9S8tDogRRMruQ74TVmo,4.5,855,41.8863754,-87.66680579999999
358,Christina's Place,ChIJm_Bm55HND4gRcViRI60ulNA,4.5,271,41.950193,-87.70773109999999
1,Monsignor Murphy's,ChIJ9cM3JafTD4gRrZr5H-jjH1w,4.5,217,41.9371401,-87.64410579999999
360,Racine Plumbing Bar & Grill,ChIJS3uV0QPTD4gR7GFWgUnRvIY,4.5,164,41.92993140000001,-87.6552268
171,Jack's Place,ChIJ7asI0PUsDogRVZ5tTEZEo-Y,4.5,13,41.85790590000001,-87.6427772
105,Golden Dagger,ChIJq0hIZgXTD4gR-_OMpcsfGco,4.5,333,41.9268414,-87.6486786
365,2Twenty2 Tavern,ChIJddjPC6MsDogRoSaVdzsMYFU,4.5,860,41.8789036,-87.62641359999999
912,Loafers Bar,ChIJ54OD9QbSD4gRKyvPqQmnMrg,4.5,169,41.9687525,-87.6939453
368,Jacaranda,ChIJVQRkrmkyDogR_i4LuUFdUu8,4.5,133,41.8444908,-87.7152281
193,Monk's Pub,ChIJw1mgWLcsDogRha-bKTpygK0,4.5,2158,41.8856081,-87.6342803
33,Goldie's Pub,ChIJ2xpV7EHSD4gR533kd5xHEbQ,4.5,133,41.951602,-87.67674579999999
194,Murphy's Bleachers,ChIJZ7VOx7PTD4gRh68QMrg0TZA,4.5,1053,41.9489122,-87.65420879999999
372,The Green Lady,ChIJ31SIs1vSD4gRGCgmL-ziolQ,4.5,234,41.9423064,-87.6706397
195,The Atlantic Bar & Grill,ChIJc4pNzQPSD4gRsDsY-sB3KuU,4.5,333,41.9734557,-87.6918441
375,F. O'Mahony's,ChIJ89k3p7DTD4gRN715mVxTBFA,4.5,446,41.9493302,-87.64833879999999
304,Claddagh Ring Pub,ChIJS1ik_PfRD4gRJcHZlbpfpTk,4.5,171,41.9760557,-87.6871209
355,Five Star Bar,ChIJ7RB-UdPSD4gR0VhtxMG-ElA,4.5,643,41.896379,-87.6634469
378,Fadó Irish Pub,ChIJ_ZjZtbMsDogRYGR0r-lg7hk,4.5,2094,41.891759,-87.63129699999999
767,Cheesie's Pub & Grub - Lakeview,ChIJ6z5a_KvTD4gRHdSiXi6GRLU,4.5,2059,41.9401105,-87.6538072
185,Barney Callaghan's Pub,ChIJIwkwHyElDogRc3Mvy9u790Q,4.5,155,41.7002394,-87.6817288
327,L & L Tavern,ChIJL2CfKqnTD4gRw-AM6Vd1xHU,4.5,242,41.940224,-87.6507566
173,First Draft,ChIJF8TLr5csDogRo_Kq9TvdjHo,4.5,1160,41.87345699999999,-87.63048409999999
24,Burke's Public House,ChIJK2V-ioHRD4gRkttmLYlapbk,4.5,587,41.9800814,-87.659762
331,Big Joe's,ChIJVwOKiIrRD4gRhXPjHp9wIcw,4.5,186,41.9762491,-87.6755392
177,C.B. Dive Bar (Club Belmont),ChIJqcwcY_jKD4gRfOA43uHAJ_8,4.5,135,41.93797199999999,-87.8231765
333,Alulu Brewery and Pub,ChIJY1EajKktDogRGAw87A-S9NQ,4.5,468,41.8547407,-87.6635555
334,IIT's The Bog,ChIJtU_KVg0sDogRUU7X9jUoxIk,4.5,203,41.8353544,-87.6282624
821,Replay Lakeview,ChIJX_Ws56_TD4gRuEXQI4OZyO8,4.5,631,41.9447789,-87.64927139999999
802,Reggies Chicago,ChIJVUmkEX0sDogRzm1DQOACx-g,4.5,3846,41.853918,-87.6268523
317,The Sixth,ChIJyU2SuRvSD4gR_BCL2GuYA44,4.5,317,41.9689684,-87.684308
112,The Graystone Tavern,ChIJXWvF8a3TD4gREr9Us5SfzXw,4.5,402,41.9447873,-87.654124
916,Nicks Beer Garden,ChIJnZOajqXTD4gRHosDC8F_-bU,4.5,2,41.9089865,-87.6755674
315,The Lodge Tavern,ChIJD4HnwU_TD4gRga2LMOXKxu8,4.5,353,41.9038271,-87.6295107
182,Kerryman Irish Bar & Restaurant,ChIJwTDt37IsDogRYpIdlFhcKqE,4.5,1302,41.8941684,-87.63097259999999
784,Del Toro,ChIJufxarFksDogRmZafmauuI5E,4.5,947,41.853215,-87.6463704
347,Alma,ChIJPVm3ILPTD4gR1ktNmhoVyFk,4.5,206,41.9478414,-87.657201
779,Easy Street Pizza & Beer Garden,ChIJuexTO3DMD4gRvCOuNBFLUc8,4.5,772,41.94921000000001,-87.7670229
769,CH Distillery,ChIJk1_wbMYsDogRetsg_ee9jLE,4.5,459,41.8846382,-87.6422109
34,The Drifter,ChIJxyOjRrUsDogRER62aX-rNJE,4.5,612,41.8945627,-87.6374065
125,Four Shadows,ChIJneyuaPfSD4gRjOMzEEY3Oso,4.5,193,41.9322967,-87.668706
72,Sutherlands,ChIJvResB2zMD4gR3VPSfd03xe8,4.5,804,41.9530117,-87.7617277
615,Lazy Bird,ChIJSS4mYMAtDogR5RSSvQvzP8Y,4.5,323,41.8858183,-87.6493369
46,Edelweiss Tavern,ChIJ26Yl2KbND4gRgPZWMmeGbkQ,4.5,130,41.9392592,-87.72275499999999
44,Cole's Bar,ChIJQ_ORYGLND4gRxGOgGm82S10,4.5,440,41.9236614,-87.6988064
41,Victory Tap | South Loop,ChIJK9f2jYQsDogR8GewAw26JRM,4.5,832,41.8635036,-87.6245367
295,Live Wire Lounge,ChIJeZFyxK7ND4gRBnHNJGlTuoA,4.5,390,41.9429182,-87.7303116
129,Cody's Public House,ChIJlay0_VjSD4gR1Jis9_yuS5c,4.5,245,41.9380619,-87.6709293
409,Harrigan's,ChIJ23iRyQfTD4gRuB5MSGDrMnA,4.5,182,41.9332787,-87.64916219999999
617,Miller Lite Beer Garden Grove,ChIJ2y7xkU0rDogRsc6mGoG7gEk,4.5,2039,41.89162839999999,-87.60039280000001
392,Metropolitan Brewing,ChIJE5HV333SD4gR3o-R-4oxhvU,4.5,664,41.93758589999999,-87.6913112
38,Boulevard,ChIJP5Lnv6bSD4gRDsu1vliKRUU,4.5,300,41.9101035,-87.6938605
95,Resi's Bierstube,ChIJT1RF4GrSD4gRTvdkBgdCLzY,4.5,317,41.9543768,-87.6801742
611,Headquarters Beercade,ChIJfds8EEvTD4gR4NHirhe7O3c,4.5,3507,41.8973175,-87.6348622
